source_file,language,section,subgroup,rank,item,item_2,value,value_2,value_3,notes
ca/bigrams_freq.txt,ca,bigrams_freq,,26,tota,vida,99,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,27,tal,vegada,96,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,28,terra,egipte,94,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,29,senyor,sotenville,90,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,30,mon,senyor,88,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,31,aquestes,coses,87,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,32,pot,dir,86,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,33,senyor,pere,86,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,34,has,fet,85,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,35,aquesta,casa,82,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,36,mare,déu,82,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,37,cal,dir,82,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,38,heus,aquí,81,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,39,nostre,senyor,80,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,40,vaig,veure,79,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,41,totes,coses,79,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,42,mai,havia,78,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,43,aquell,dia,78,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,44,pot,ésser,76,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,45,primera,vegada,76,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,46,tres,quatre,74,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,47,aquella,nit,73,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,48,havia,vist,73,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,49,senyor,rector,73,,,
ca/bigrams_freq.txt,ca,bigrams_freq,,50,senyora,paca,73,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,1,sant pere,,81,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,2,sant roch,,63,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,3,mare deu,,47,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,4,joan valent,,43,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,5,nostre senyor,,41,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,6,pare joan,,40,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,7,senyor rector,,35,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,8,bon home,,28,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,9,havia fet,,27,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,10,bon punt,,25,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,11,aquell home,,24,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,12,sant domingo,,23,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,13,aquella hora,,23,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,14,cal dir,,22,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,15,tota mena,,21,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,16,sant antoni,,21,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,17,deu anys,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,18,den josafat,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,19,alguna cosa,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1900s,20,pot esse,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,1,maría gloria,,215,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,2,rey rodolf,,206,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,3,don pere,,190,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,4,comte orlof,,165,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,5,príncep demetri,,158,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,6,senyor josep,,131,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,7,don modest,,128,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,8,tan sols,,101,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,9,donya maria,,89,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,10,senyor pere,,85,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,11,senyora paca,,73,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,12,comendatore morelli,,63,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,13,vol dir,,57,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,14,sant celoni,,52,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,15,coronel talarn,,50,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,16,aquesta casa,,44,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,17,sos ulls,,43,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,18,vaig veure,,43,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,19,alguna cosa,,43,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1910s,20,posà nom,,41,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,1,tomàs bajalta,,138,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,2,hereu escampa,,137,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,3,fills israel,,122,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,4,mon senyor,,87,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,5,alguna cosa,,83,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,6,vet aquí,,72,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,7,havia fet,,72,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,8,terra egipte,,59,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,9,senyora rosa,,56,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,10,vol dir,,50,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,11,tal volta,,47,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,12,jahvè moisès,,46,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,13,havia estat,,45,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,14,senyora remei,,45,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,15,aquestes coses,,44,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,16,tal vegada,,42,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,17,heus aquí,,42,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,18,tota mena,,41,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,19,tan sols,,40,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1920s,20,donya ramona,,40,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,1,jordi dandin,,186,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,2,senyor sotenville,,90,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,3,senyor marcel·lí,,60,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,4,hereu aspriu,,56,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,5,senyora mònica,,47,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,6,senyora sotenville,,40,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,7,tota mena,,38,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,8,alguna cosa,,37,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,9,havia fet,,33,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,10,mare déu,,32,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,11,havia estat,,30,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,12,mai havia,,30,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,13,cal pobric,,30,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,14,sant roc,,28,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,15,cal dir,,27,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,16,després haver,,26,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,17,jove aspriu,,25,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,18,innocenci havia,,23,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,19,pot ésser,,22,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1930s,20,havien fet,,22,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,1,pau garcia,,112,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,2,anna maria,,112,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,3,fra job,,40,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,4,havia estat,,39,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,5,bell nou,,27,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,6,havia fet,,25,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,7,innocenci aspriu,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,8,heus aquí,,20,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,9,havia anat,,19,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,10,tota mena,,19,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,11,senyor babarotes,,18,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,12,doctor pladevall,,17,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,13,aspriu havia,,15,,,
ca/ngrams_by_decade.txt,ca,ngrams_by_decade,1940s,14,vet aquí,,15,,,
